Peak Number,Energy (eV),electron number, atom,ELECTRON
6694,0.5807491, 5.39171,4742, lithium ionization 1, ELECTRON
6696,0.5832824, 5.39171,4743, lithium ionization 1, ELECTRON
6698,3.7948542, 5.39171,4744, lithium ionization 1, ELECTRON
6699,3.8160053, 5.39171,4745, lithium ionization 1, ELECTRON
6700,3.8072319, 5.39171,4746, lithium ionization 1, ELECTRON
6701,3.7942498, 5.39171,4747, lithium ionization 1, ELECTRON
6702,0.5233891, 5.39171,4748, lithium ionization 1, ELECTRON
6706,3.7736631, 5.39171,4749, lithium ionization 1, ELECTRON
6708,0.5605624, 5.39171,4750, lithium ionization 1, ELECTRON
6710,3.8251475, 5.39171,4751, lithium ionization 1, ELECTRON
6711,3.8150942, 5.39171,4752, lithium ionization 1, ELECTRON
6712,0.5292335, 5.39171,4753, lithium ionization 1, ELECTRON
6713,0.5544468, 5.39171,4754, lithium ionization 1, ELECTRON
6715,3.8204764, 5.39171,4755, lithium ionization 1, ELECTRON
6716,3.8213564, 5.39171,4756, lithium ionization 1, ELECTRON
6718,0.5446913, 5.39171,4757, lithium ionization 1, ELECTRON
6719,0.5598646, 5.39171,4758, lithium ionization 1, ELECTRON
6723,3.7477164, 5.39171,4759, lithium ionization 1, ELECTRON
6724,3.6655253, 5.39171,4760, lithium ionization 1, ELECTRON
6726,0.3554380, 5.39171,4761, lithium ionization 1, ELECTRON
6727,3.5916630, 5.39171,4762, lithium ionization 1, ELECTRON
6729,0.2951402, 5.39171,4763, lithium ionization 1, ELECTRON
6730,0.2910780, 5.39171,4764, lithium ionization 1, ELECTRON
6731,0.2333758, 5.39171,4765, lithium ionization 1, ELECTRON
6733,0.2066069, 5.39171,4766, lithium ionization 1, ELECTRON
6734,0.0829624, 5.39171,4767, lithium ionization 1, ELECTRON
6735,3.4256986, 5.39171,4768, lithium ionization 1, ELECTRON
6736,0.1961846, 5.39171,4769, lithium ionization 1, ELECTRON
6738,3.5517653, 5.39171,4770, lithium ionization 1, ELECTRON
6739,0.4565402, 5.39171,4771, lithium ionization 1, ELECTRON
6740,3.6674098, 5.39171,4772, lithium ionization 1, ELECTRON
6741,3.6561653, 5.39171,4773, lithium ionization 1, ELECTRON
6743,3.5488764, 5.39171,4774, lithium ionization 1, ELECTRON
6744,0.1908735, 5.39171,4775, lithium ionization 1, ELECTRON
6745,0.2086514, 5.39171,4776, lithium ionization 1, ELECTRON
6746,0.2493847, 5.39171,4777, lithium ionization 1, ELECTRON
6749,0.2476068, 5.39171,4778, lithium ionization 1, ELECTRON
6750,3.6361209, 5.39171,4779, lithium ionization 1, ELECTRON
6752,0.2851402, 5.39171,4780, lithium ionization 1, ELECTRON
6754,3.5500986, 5.39171,4781, lithium ionization 1, ELECTRON
6755,0.2369847, 5.39171,4782, lithium ionization 1, ELECTRON
6756,0.1944290, 5.39171,4783, lithium ionization 1, ELECTRON
6757,0.2679180, 5.39171,4784, lithium ionization 1, ELECTRON
6758,3.5354098, 5.39171,4785, lithium ionization 1, ELECTRON
6759,3.5614098, 5.39171,4786, lithium ionization 1, ELECTRON
6760,0.2452291, 5.39171,4787, lithium ionization 1, ELECTRON
6761,0.2438513, 5.39171,4788, lithium ionization 1, ELECTRON
6762,0.2258957, 5.39171,4789, lithium ionization 1, ELECTRON
6763,0.2074513, 5.39171,4790, lithium ionization 1, ELECTRON
6764,0.1977847, 5.39171,4791, lithium ionization 1, ELECTRON
6765,3.4562542, 5.39171,4792, lithium ionization 1, ELECTRON
6766,0.1928291, 5.39171,4793, lithium ionization 1, ELECTRON
6767,3.5043208, 5.39171,4794, lithium ionization 1, ELECTRON
6768,3.5239653, 5.39171,4795, lithium ionization 1, ELECTRON
6771,3.5351653, 5.39171,4796, lithium ionization 1, ELECTRON
6773,3.5474097, 5.39171,4797, lithium ionization 1, ELECTRON
6774,0.2466069, 5.39171,4798, lithium ionization 1, ELECTRON
6775,3.5790987, 5.39171,4799, lithium ionization 1, ELECTRON
6778,3.5913431, 5.39171,4800, lithium ionization 1, ELECTRON
6779,0.2483402, 5.39171,4801, lithium ionization 1, ELECTRON
6781,0.2168069, 5.39171,4802, lithium ionization 1, ELECTRON
6783,0.2542069, 5.39171,4803, lithium ionization 1, ELECTRON
6786,0.2753180, 5.39171,4804, lithium ionization 1, ELECTRON
6787,0.2825624, 5.39171,4805, lithium ionization 1, ELECTRON
6788,3.5744986, 5.39171,4806, lithium ionization 1, ELECTRON
6789,3.5000097, 5.39171,4807, lithium ionization 1, ELECTRON
6790,3.3999431, 5.39171,4808, lithium ionization 1, ELECTRON
6791,3.3718764, 5.39171,4809, lithium ionization 1, ELECTRON
6792,3.3933430, 5.39171,4810, lithium ionization 1, ELECTRON
6793,3.3216987, 5.39171,4811, lithium ionization 1, ELECTRON
6796,3.1796765, 5.39171,4812, lithium ionization 1, ELECTRON
6798,3.1818986, 5.39171,4813, lithium ionization 1, ELECTRON
6801,3.1501653, 5.39171,4814, lithium ionization 1, ELECTRON
6802,3.0552320, 5.39171,4815, lithium ionization 1, ELECTRON
6805,3.0878764, 5.39171,4816, lithium ionization 1, ELECTRON
6807,3.0595208, 5.39171,4817, lithium ionization 1, ELECTRON
6816,3.0064987, 5.39171,4818, lithium ionization 1, ELECTRON
6818,2.9374097, 5.39171,4819, lithium ionization 1, ELECTRON
6821,2.8477875, 5.39171,4820, lithium ionization 1, ELECTRON
6828,2.6035876, 5.39171,4821, lithium ionization 1, ELECTRON
6831,2.5914764, 5.39171,4822, lithium ionization 1, ELECTRON
6832,2.6036098, 5.39171,4823, lithium ionization 1, ELECTRON
6834,2.5240319, 5.39171,4824, lithium ionization 1, ELECTRON
6835,2.5189430, 5.39171,4825, lithium ionization 1, ELECTRON
6839,2.6151208, 5.39171,4826, lithium ionization 1, ELECTRON
6840,2.5418320, 5.39171,4827, lithium ionization 1, ELECTRON
6842,2.5924987, 5.39171,4828, lithium ionization 1, ELECTRON
6843,2.5875209, 5.39171,4829, lithium ionization 1, ELECTRON
6844,2.5626542, 5.39171,4830, lithium ionization 1, ELECTRON
6845,2.5936765, 5.39171,4831, lithium ionization 1, ELECTRON
6849,2.7119875, 5.39171,4832, lithium ionization 1, ELECTRON
6853,2.8935875, 5.39171,4833, lithium ionization 1, ELECTRON
6855,2.8324320, 5.39171,4834, lithium ionization 1, ELECTRON
6856,2.9653209, 5.39171,4835, lithium ionization 1, ELECTRON
6863,3.2302542, 5.39171,4836, lithium ionization 1, ELECTRON
6865,2.9967876, 5.39171,4837, lithium ionization 1, ELECTRON
6870,2.9217876, 5.39171,4838, lithium ionization 1, ELECTRON
6872,3.0260987, 5.39171,4839, lithium ionization 1, ELECTRON
6873,2.9924764, 5.39171,4840, lithium ionization 1, ELECTRON
6878,3.1229431, 5.39171,4841, lithium ionization 1, ELECTRON
6881,3.0108098, 5.39171,4842, lithium ionization 1, ELECTRON
6884,2.9903209, 5.39171,4843, lithium ionization 1, ELECTRON
6890,2.8394764, 5.39171,4844, lithium ionization 1, ELECTRON
6892,2.8932986, 5.39171,4845, lithium ionization 1, ELECTRON
6893,2.8836098, 5.39171,4846, lithium ionization 1, ELECTRON
6899,2.9382542, 5.39171,4847, lithium ionization 1, ELECTRON
6900,2.9769208, 5.39171,4848, lithium ionization 1, ELECTRON
6901,2.9048320, 5.39171,4849, lithium ionization 1, ELECTRON
6902,2.9593653, 5.39171,4850, lithium ionization 1, ELECTRON
6906,2.9872097, 5.39171,4851, lithium ionization 1, ELECTRON
6908,3.1098097, 5.39171,4852, lithium ionization 1, ELECTRON
6911,3.1708320, 5.39171,4853, lithium ionization 1, ELECTRON
6912,3.1995208, 5.39171,4854, lithium ionization 1, ELECTRON
6913,3.1972097, 5.39171,4855, lithium ionization 1, ELECTRON
6914,3.2292319, 5.39171,4856, lithium ionization 1, ELECTRON
6933,3.1372097, 5.39171,4857, lithium ionization 1, ELECTRON
6943,2.9709209, 5.39171,4858, lithium ionization 1, ELECTRON
6944,2.9748764, 5.39171,4859, lithium ionization 1, ELECTRON
6946,3.0156320, 5.39171,4860, lithium ionization 1, ELECTRON
6948,3.0306764, 5.39171,4861, lithium ionization 1, ELECTRON
6949,3.0214764, 5.39171,4862, lithium ionization 1, ELECTRON
6950,2.9575875, 5.39171,4863, lithium ionization 1, ELECTRON
6952,3.0294097, 5.39171,4864, lithium ionization 1, ELECTRON
6953,3.0355875, 5.39171,4865, lithium ionization 1, ELECTRON
6955,3.0453209, 5.39171,4866, lithium ionization 1, ELECTRON
6958,3.0385653, 5.39171,4867, lithium ionization 1, ELECTRON
6961,3.0485209, 5.39171,4868, lithium ionization 1, ELECTRON
6962,3.0436319, 5.39171,4869, lithium ionization 1, ELECTRON
6963,2.9761430, 5.39171,4870, lithium ionization 1, ELECTRON
6967,2.9015431, 5.39171,4871, lithium ionization 1, ELECTRON
6968,2.8932986, 5.39171,4872, lithium ionization 1, ELECTRON
6972,2.9084320, 5.39171,4873, lithium ionization 1, ELECTRON
6974,2.8876542, 5.39171,4874, lithium ionization 1, ELECTRON
6976,3.0020097, 5.39171,4875, lithium ionization 1, ELECTRON
6979,2.9696765, 5.39171,4876, lithium ionization 1, ELECTRON
6981,2.9069431, 5.39171,4877, lithium ionization 1, ELECTRON
6983,2.9232320, 5.39171,4878, lithium ionization 1, ELECTRON
6990,2.8082098, 5.39171,4879, lithium ionization 1, ELECTRON
6995,2.8269431, 5.39171,4880, lithium ionization 1, ELECTRON
6997,2.7991653, 5.39171,4881, lithium ionization 1, ELECTRON
6998,2.7936098, 5.39171,4882, lithium ionization 1, ELECTRON
7000,2.8382986, 5.39171,4883, lithium ionization 1, ELECTRON
7001,2.8103875, 5.39171,4884, lithium ionization 1, ELECTRON
7002,2.8066097, 5.39171,4885, lithium ionization 1, ELECTRON
7011,2.7419209, 5.39171,4886, lithium ionization 1, ELECTRON
7015,2.6908764, 5.39171,4887, lithium ionization 1, ELECTRON
7017,2.6628763, 5.39171,4888, lithium ionization 1, ELECTRON
7018,2.6079652, 5.39171,4889, lithium ionization 1, ELECTRON
7020,2.5607653, 5.39171,4890, lithium ionization 1, ELECTRON
7022,2.4946986, 5.39171,4891, lithium ionization 1, ELECTRON
7024,2.2038987, 5.39171,4892, lithium ionization 1, ELECTRON
7025,2.2181876, 5.39171,4893, lithium ionization 1, ELECTRON
7026,2.1750097, 5.39171,4894, lithium ionization 1, ELECTRON
7028,2.0058097, 5.39171,4895, lithium ionization 1, ELECTRON
7030,1.8769209, 5.39171,4896, lithium ionization 1, ELECTRON
7033,1.7656097, 5.39171,4897, lithium ionization 1, ELECTRON
7035,2.2069209, 5.39171,4898, lithium ionization 1, ELECTRON
7038,2.1848764, 5.39171,4899, lithium ionization 1, ELECTRON
7039,2.2293876, 5.39171,4900, lithium ionization 1, ELECTRON
7040,2.1375209, 5.39171,4901, lithium ionization 1, ELECTRON
7041,2.0613431, 5.39171,4902, lithium ionization 1, ELECTRON
7042,2.0449654, 5.39171,4903, lithium ionization 1, ELECTRON
7043,1.9545654, 5.39171,4904, lithium ionization 1, ELECTRON
7046,2.0013653, 5.39171,4905, lithium ionization 1, ELECTRON
7048,1.9547208, 5.39171,4906, lithium ionization 1, ELECTRON
7049,1.9374542, 5.39171,4907, lithium ionization 1, ELECTRON
7051,2.0711431, 5.39171,4908, lithium ionization 1, ELECTRON
7052,2.2258764, 5.39171,4909, lithium ionization 1, ELECTRON
7054,2.1441430, 5.39171,4910, lithium ionization 1, ELECTRON
7055,2.1058986, 5.39171,4911, lithium ionization 1, ELECTRON
7056,2.2506986, 5.39171,4912, lithium ionization 1, ELECTRON
7057,2.2212986, 5.39171,4913, lithium ionization 1, ELECTRON
7058,2.3337876, 5.39171,4914, lithium ionization 1, ELECTRON
7059,2.3513431, 5.39171,4915, lithium ionization 1, ELECTRON
7061,2.4215431, 5.39171,4916, lithium ionization 1, ELECTRON
7062,2.4089876, 5.39171,4917, lithium ionization 1, ELECTRON
7063,2.4814986, 5.39171,4918, lithium ionization 1, ELECTRON
7064,2.3957431, 5.39171,4919, lithium ionization 1, ELECTRON
7066,2.1102543, 5.39171,4920, lithium ionization 1, ELECTRON
7067,2.0503875, 5.39171,4921, lithium ionization 1, ELECTRON
7069,2.0676098, 5.39171,4922, lithium ionization 1, ELECTRON
7075,2.1153653, 5.39171,4923, lithium ionization 1, ELECTRON
7077,2.1299875, 5.39171,4924, lithium ionization 1, ELECTRON
7078,2.1160320, 5.39171,4925, lithium ionization 1, ELECTRON
7079,2.0230987, 5.39171,4926, lithium ionization 1, ELECTRON
7084,2.2674320, 5.39171,4927, lithium ionization 1, ELECTRON
7085,2.3838098, 5.39171,4928, lithium ionization 1, ELECTRON
7086,2.4146986, 5.39171,4929, lithium ionization 1, ELECTRON
7088,2.3982320, 5.39171,4930, lithium ionization 1, ELECTRON
7091,2.3997654, 5.39171,4931, lithium ionization 1, ELECTRON
7094,2.5010542, 5.39171,4932, lithium ionization 1, ELECTRON
7098,2.4102543, 5.39171,4933, lithium ionization 1, ELECTRON
7099,2.4712542, 5.39171,4934, lithium ionization 1, ELECTRON
7101,2.5352319, 5.39171,4935, lithium ionization 1, ELECTRON
7102,2.4315209, 5.39171,4936, lithium ionization 1, ELECTRON
7105,2.5769653, 5.39171,4937, lithium ionization 1, ELECTRON
7106,2.6557431, 5.39171,4938, lithium ionization 1, ELECTRON
7107,2.7834987, 5.39171,4939, lithium ionization 1, ELECTRON
7109,2.6816542, 5.39171,4940, lithium ionization 1, ELECTRON
7110,2.5470764, 5.39171,4941, lithium ionization 1, ELECTRON
7111,2.5605432, 5.39171,4942, lithium ionization 1, ELECTRON
7114,2.6184987, 5.39171,4943, lithium ionization 1, ELECTRON
7115,2.6934098, 5.39171,4944, lithium ionization 1, ELECTRON
7116,2.6493654, 5.39171,4945, lithium ionization 1, ELECTRON
7117,2.5725431, 5.39171,4946, lithium ionization 1, ELECTRON
7118,2.6184765, 5.39171,4947, lithium ionization 1, ELECTRON
7122,2.6141876, 5.39171,4948, lithium ionization 1, ELECTRON
7123,2.5444765, 5.39171,4949, lithium ionization 1, ELECTRON
7129,2.2354986, 5.39171,4950, lithium ionization 1, ELECTRON
7130,2.0550543, 5.39171,4951, lithium ionization 1, ELECTRON
7131,2.0378763, 5.39171,4952, lithium ionization 1, ELECTRON
7132,2.0502764, 5.39171,4953, lithium ionization 1, ELECTRON
7137,2.1574542, 5.39171,4954, lithium ionization 1, ELECTRON
7138,2.1318985, 5.39171,4955, lithium ionization 1, ELECTRON
7139,2.2024987, 5.39171,4956, lithium ionization 1, ELECTRON
7140,2.3126320, 5.39171,4957, lithium ionization 1, ELECTRON
7141,2.2881431, 5.39171,4958, lithium ionization 1, ELECTRON
7147,2.2396319, 5.39171,4959, lithium ionization 1, ELECTRON
7149,2.2635430, 5.39171,4960, lithium ionization 1, ELECTRON
7150,2.5337652, 5.39171,4961, lithium ionization 1, ELECTRON
7151,2.5224542, 5.39171,4962, lithium ionization 1, ELECTRON
7152,2.5313431, 5.39171,4963, lithium ionization 1, ELECTRON
7153,2.5463431, 5.39171,4964, lithium ionization 1, ELECTRON
7157,2.5407431, 5.39171,4965, lithium ionization 1, ELECTRON
7158,2.5576987, 5.39171,4966, lithium ionization 1, ELECTRON
7159,2.7322320, 5.39171,4967, lithium ionization 1, ELECTRON
7160,2.7034987, 5.39171,4968, lithium ionization 1, ELECTRON
7162,2.8635875, 5.39171,4969, lithium ionization 1, ELECTRON
7163,2.7711653, 5.39171,4970, lithium ionization 1, ELECTRON
7166,2.9040097, 5.39171,4971, lithium ionization 1, ELECTRON
7167,2.9048764, 5.39171,4972, lithium ionization 1, ELECTRON
7169,2.9815876, 5.39171,4973, lithium ionization 1, ELECTRON
7171,3.0173653, 5.39171,4974, lithium ionization 1, ELECTRON
7173,2.7932986, 5.39171,4975, lithium ionization 1, ELECTRON
7179,2.8887875, 5.39171,4976, lithium ionization 1, ELECTRON
7181,2.8833209, 5.39171,4977, lithium ionization 1, ELECTRON
7183,3.0431209, 5.39171,4978, lithium ionization 1, ELECTRON
7184,3.0087653, 5.39171,4979, lithium ionization 1, ELECTRON
7191,2.8433209, 5.39171,4980, lithium ionization 1, ELECTRON
7192,2.8485653, 5.39171,4981, lithium ionization 1, ELECTRON
7193,2.9302764, 5.39171,4982, lithium ionization 1, ELECTRON
7194,2.9580986, 5.39171,4983, lithium ionization 1, ELECTRON
7196,2.9662764, 5.39171,4984, lithium ionization 1, ELECTRON
7197,2.9275875, 5.39171,4985, lithium ionization 1, ELECTRON
7198,2.9364764, 5.39171,4986, lithium ionization 1, ELECTRON
7203,2.9010987, 5.39171,4987, lithium ionization 1, ELECTRON
7205,2.8809209, 5.39171,4988, lithium ionization 1, ELECTRON
7206,2.8777209, 5.39171,4989, lithium ionization 1, ELECTRON
7212,2.7556321, 5.39171,4990, lithium ionization 1, ELECTRON
7217,2.4774542, 5.39171,4991, lithium ionization 1, ELECTRON
7219,2.4238098, 5.39171,4992, lithium ionization 1, ELECTRON
7224,2.5704986, 5.39171,4993, lithium ionization 1, ELECTRON
7228,2.4547208, 5.39171,4994, lithium ionization 1, ELECTRON
7230,2.5035876, 5.39171,4995, lithium ionization 1, ELECTRON
7231,2.5486098, 5.39171,4996, lithium ionization 1, ELECTRON
7233,2.5007208, 5.39171,4997, lithium ionization 1, ELECTRON
7234,2.5075653, 5.39171,4998, lithium ionization 1, ELECTRON
7237,2.6300319, 5.39171,4999, lithium ionization 1, ELECTRON
7240,2.6799654, 5.39171,5000, lithium ionization 1, ELECTRON
7247,2.4639654, 5.39171,5001, lithium ionization 1, ELECTRON
7252,2.4760320, 5.39171,5002, lithium ionization 1, ELECTRON
7253,2.5574320, 5.39171,5003, lithium ionization 1, ELECTRON
7256,2.5950986, 5.39171,5004, lithium ionization 1, ELECTRON
7258,2.6932987, 5.39171,5005, lithium ionization 1, ELECTRON
7262,2.8759653, 5.39171,5006, lithium ionization 1, ELECTRON
7267,3.0330986, 5.39171,5007, lithium ionization 1, ELECTRON
7269,3.1147653, 5.39171,5008, lithium ionization 1, ELECTRON
7270,3.0190319, 5.39171,5009, lithium ionization 1, ELECTRON
7273,3.0994986, 5.39171,5010, lithium ionization 1, ELECTRON
7275,3.0730320, 5.39171,5011, lithium ionization 1, ELECTRON
7278,2.9807653, 5.39171,5012, lithium ionization 1, ELECTRON
7285,3.1674986, 5.39171,5013, lithium ionization 1, ELECTRON
7288,3.2098986, 5.39171,5014, lithium ionization 1, ELECTRON
7289,3.1748986, 5.39171,5015, lithium ionization 1, ELECTRON
7294,3.2800986, 5.39171,5016, lithium ionization 1, ELECTRON
7296,0.0576068, 5.39171,5017, lithium ionization 1, ELECTRON
7297,3.2600320, 5.39171,5018, lithium ionization 1, ELECTRON
7299,3.2618986, 5.39171,5019, lithium ionization 1, ELECTRON
7303,3.1822986, 5.39171,5020, lithium ionization 1, ELECTRON
7306,0.0300736, 5.39171,5021, lithium ionization 1, ELECTRON
7307,0.0340735, 5.39171,5022, lithium ionization 1, ELECTRON
7308,3.2876986, 5.39171,5023, lithium ionization 1, ELECTRON
7309,3.3625653, 5.39171,5024, lithium ionization 1, ELECTRON
7311,0.1450068, 5.39171,5025, lithium ionization 1, ELECTRON
7313,0.1888069, 5.39171,5026, lithium ionization 1, ELECTRON
7314,0.1912069, 5.39171,5027, lithium ionization 1, ELECTRON
7315,0.2716735, 5.39171,5028, lithium ionization 1, ELECTRON
7316,3.5642319, 5.39171,5029, lithium ionization 1, ELECTRON
7317,3.6456986, 5.39171,5030, lithium ionization 1, ELECTRON
7318,3.6603653, 5.39171,5031, lithium ionization 1, ELECTRON
7319,0.4630069, 5.39171,5032, lithium ionization 1, ELECTRON
7320,3.7299653, 5.39171,5033, lithium ionization 1, ELECTRON
7323,0.4696735, 5.39171,5034, lithium ionization 1, ELECTRON
7324,0.4327402, 5.39171,5035, lithium ionization 1, ELECTRON
7325,0.4547402, 5.39171,5036, lithium ionization 1, ELECTRON
7327,0.3918736, 5.39171,5037, lithium ionization 1, ELECTRON
7329,0.3688735, 5.39171,5038, lithium ionization 1, ELECTRON
7330,3.6576320, 5.39171,5039, lithium ionization 1, ELECTRON
7331,3.6653653, 5.39171,5040, lithium ionization 1, ELECTRON
7332,3.6047653, 5.39171,5041, lithium ionization 1, ELECTRON
7333,3.6228320, 5.39171,5042, lithium ionization 1, ELECTRON
7334,3.6335653, 5.39171,5043, lithium ionization 1, ELECTRON
7335,3.5918986, 5.39171,5044, lithium ionization 1, ELECTRON
7336,3.5230320, 5.39171,5045, lithium ionization 1, ELECTRON
7337,3.5220986, 5.39171,5046, lithium ionization 1, ELECTRON
7341,3.3702986, 5.39171,5047, lithium ionization 1, ELECTRON
7342,3.3265653, 5.39171,5048, lithium ionization 1, ELECTRON
7343,3.2719653, 5.39171,5049, lithium ionization 1, ELECTRON
7344,3.2262319, 5.39171,5050, lithium ionization 1, ELECTRON
7346,3.1829653, 5.39171,5051, lithium ionization 1, ELECTRON
7347,3.1692986, 5.39171,5052, lithium ionization 1, ELECTRON
7351,3.1837653, 5.39171,5053, lithium ionization 1, ELECTRON
7353,3.0530986, 5.39171,5054, lithium ionization 1, ELECTRON
7359,3.1688319, 5.39171,5055, lithium ionization 1, ELECTRON
7360,3.0971653, 5.39171,5056, lithium ionization 1, ELECTRON
7362,3.1295653, 5.39171,5057, lithium ionization 1, ELECTRON
7363,3.2086987, 5.39171,5058, lithium ionization 1, ELECTRON
7368,0.0375402, 5.39171,5059, lithium ionization 1, ELECTRON
7369,3.3250986, 5.39171,5060, lithium ionization 1, ELECTRON
7370,3.3181653, 5.39171,5061, lithium ionization 1, ELECTRON
7371,3.2596320, 5.39171,5062, lithium ionization 1, ELECTRON
7374,3.2804986, 5.39171,5063, lithium ionization 1, ELECTRON
7376,3.1641653, 5.39171,5064, lithium ionization 1, ELECTRON
7381,3.2200986, 5.39171,5065, lithium ionization 1, ELECTRON
7384,3.0982986, 5.39171,5066, lithium ionization 1, ELECTRON
7385,3.1828986, 5.39171,5067, lithium ionization 1, ELECTRON
7386,3.1974986, 5.39171,5068, lithium ionization 1, ELECTRON
