Peak Number,Amplitude,Period (ns),Frequency (Hz),Energy (eV), Photons Flux in J/s
14975,72,0.0006000063158548841,9999894736859.977,3.1218320,1.3048578361568946e+22
14976,75,0.0010000105264271753,5999936842101.775,3.1218320,2.359768945601825e+22
14977,66,0.0006000063158566604,9999894736830.371,3.1218320,1.0964430428850811e+22
14978,59,0.00040000421057051483,14999842105267.762,2.9842319,5.841319608627667e+21
14979,53,0.0006000063158548841,9999894736859.977,2.9842319,7.070497032725148e+21
14980,59,0.00040000421057051483,14999842105267.762,2.8520320,5.841319608627667e+21
14981,58,0.00040000421057051483,14999842105267.762,2.8158320,5.644986832353769e+21
14982,53,0.00040000421057051483,14999842105267.762,2.7566320,4.7136646884904094e+21
14983,53,0.000800008421142806,7499921052617.228,2.7566320,9.427329377001751e+21
14984,77,0.001000010526425399,5999936842112.434,2.7566320,2.4873013472797095e+22
14985,53,0.0006000063158566604,9999894736830.371,2.7566320,7.070497032746081e+21
14986,57,0.0008000084211410297,7499921052633.881,2.7566320,1.0904020343827227e+22
14987,63,0.0010000105264271753,5999936842101.775,2.7566320,1.6650529680166476e+22
14988,68,0.0006000063158548841,9999894736859.977,2.7566320,1.163900971139946e+22
14989,64,0.0006000063158566604,9999894736830.371,2.7566320,1.0309987841270184e+22
14990,73,0.00040000421057051483,14999842105267.762,2.8743653,8.942370639005123e+21
14991,80,0.0006000063158566604,9999894736830.371,2.8743653,1.6109356001984663e+22
14992,66,0.0008000084211410297,7499921052633.881,2.8743653,1.4619240571779441e+22
14993,74,0.0006000063158548841,9999894736859.977,2.8743653,1.3783567729157321e+22
14994,58,0.0012000126317133208,4999947368415.186,2.8743653,1.6934960497086377e+22
14995,65,0.00040000421057051483,14999842105267.762,2.6158986,7.08979469877963e+21
14996,56,0.0006000063158548841,9999894736859.977,2.6158986,7.893584440949116e+21
14997,52,0.0012000126317115445,4999947368422.587,2.6158986,1.361240582165689e+22
14998,68,0.000800008421142806,7499921052617.228,2.6158986,1.551867961525671e+22
14999,61,0.00040000421057051483,14999842105267.762,2.6839654,6.244053508676687e+21
15000,71,0.0008000084211410297,7499921052633.881,2.6839654,1.6918179917892598e+22
15001,62,0.0008000084211410297,7499921052633.881,2.6839654,1.290090926490362e+22
15002,56,0.00040000421057051483,14999842105267.762,2.6286987,5.2623896273072e+21
15003,51,0.0006000063158566604,9999894736830.371,2.6286987,6.546942962681579e+21
15004,61,0.0006000063158548841,9999894736859.977,2.6286987,9.366080263001167e+21
15005,48,0.00040000421057051483,14999842105267.762,2.5257653,3.866245440470596e+21
15006,57,0.0008000084211410297,7499921052633.881,2.5257653,1.0904020343827227e+22
15007,67,0.0010000105264271753,5999936842101.775,2.5257653,1.8832004972100605e+22
15008,72,0.00040000421057051483,14999842105267.762,2.7478987,8.699052241058841e+21
15009,61,0.0006000063158566604,9999894736830.371,2.7478987,9.366080263028895e+21
15010,77,0.0006000063158548841,9999894736859.977,2.7478987,1.4923808083669422e+22
15011,67,0.0008000084211410297,7499921052633.881,2.7478987,1.5065603977667104e+22
15012,48,0.0004000042105722912,14999842105201.148,2.7766319,3.8662454404877653e+21
15013,68,0.00040000421057051483,14999842105267.762,2.7050986,7.759339807611126e+21
15014,79,0.0008000084211410297,7499921052633.881,2.7050986,2.0945518918382802e+22
15015,57,0.0006000063158548841,9999894736859.977,2.7050986,8.178015257858315e+21
15016,61,0.00040000421057051483,14999842105267.762,2.7872986,6.244053508676687e+21
15017,68,0.0006000063158566604,9999894736830.371,2.7872986,1.163900971143392e+22
15018,55,0.0008000084211410297,7499921052633.881,2.7872986,1.0152250397069056e+22
15019,60,0.0006000063158566604,9999894736830.371,2.7872986,9.061512751116373e+21
15020,64,0.0006000063158548841,9999894736859.977,2.7872986,1.0309987841239662e+22
15021,63,0.0006000063158566604,9999894736830.371,2.7872986,9.990317808105801e+21
15022,58,0.0010000105264271753,5999936842101.775,2.7872986,1.4112467080896957e+22
15023,72,0.0008000084211410297,7499921052633.881,2.7872986,1.7398104482117681e+22
15024,62,0.0006000063158548841,9999894736859.977,2.7872986,9.675681948663393e+21
15025,80,0.0006000063158566604,9999894736830.371,2.7872986,1.6109356001984663e+22
15026,67,0.0006000063158566604,9999894736830.371,2.7872986,1.1299202983267056e+22
15027,70,0.00040000421057051483,14999842105267.762,3.0198986,8.2224837926675e+21
15028,53,0.00040000421057051483,14999842105267.762,3.0447653,4.7136646884904094e+21
15029,61,0.0006000063158548841,9999894736859.977,3.0447653,9.366080263001167e+21
15030,47,0.0008000084211410297,7499921052633.881,3.0447653,7.413659876735717e+21
15031,84,0.0006000063158566604,9999894736830.371,3.0447653,1.776056499218809e+22
15032,58,0.00040000421057051483,14999842105267.762,2.9477653,5.644986832353769e+21
15033,54,0.00040000421057051483,14999842105267.762,2.8907653,4.893216885595597e+21
15034,59,0.00040000421057051483,14999842105267.762,2.8892319,5.841319608627667e+21
15035,69,0.0006000063158566604,9999894736830.371,2.8892319,1.1983850613351404e+22
15036,51,0.0010000105264271753,5999936842101.775,2.8892319,1.0911571604462836e+22
15037,62,0.00040000421057051483,14999842105267.762,2.7608321,6.45045463245181e+21
15038,55,0.0006000063158548841,9999894736859.977,2.7608321,7.614187797790522e+21
15039,60,0.0006000063158566604,9999894736830.371,2.7608321,9.061512751116373e+21
15040,67,0.0010000105264271753,5999936842101.775,2.7608321,1.8832004972100605e+22
15041,63,0.0006000063158548841,9999894736859.977,2.7608321,9.990317808076225e+21
15042,70,0.0010000105264271753,5999936842101.775,2.7608321,2.055620948168701e+22
15043,65,0.0006000063158548841,9999894736859.977,2.7608321,1.0634692048153704e+22
15044,58,0.0006000063158566604,9999894736830.371,2.7608321,8.467480248543188e+21
15045,73,0.00040000421057051483,14999842105267.762,2.6726987,8.942370639005123e+21
15046,59,0.00040000421057051483,14999842105267.762,2.6410986,5.841319608627667e+21
15047,71,0.0008000084211410297,7499921052633.881,2.6410986,1.6918179917892598e+22
15048,51,0.0006000063158566604,9999894736830.371,2.6410986,6.546942962681579e+21
15049,67,0.0006000063158548841,9999894736859.977,2.6410986,1.1299202983233604e+22
15050,64,0.0004000042105722912,14999842105201.148,2.7307653,6.873325227533805e+21
15051,54,0.00040000421057051483,14999842105267.762,2.7766987,4.893216885595597e+21
15052,49,0.00040000421057051483,14999842105267.762,2.8488319,4.029017058407075e+21
15053,51,0.0006000063158548841,9999894736859.977,2.8488319,6.546942962662197e+21
15054,59,0.00040000421057051483,14999842105267.762,2.8538987,5.841319608627667e+21
15055,72,0.00040000421057051483,14999842105267.762,2.8780320,8.699052241058841e+21
15056,65,0.0010000105264271753,5999936842101.775,2.8780320,1.7724486746964817e+22
15057,66,0.0008000084211410297,7499921052633.881,2.8780320,1.4619240571779441e+22
15058,65,0.00040000421057051483,14999842105267.762,2.8040319,7.08979469877963e+21
15059,61,0.0008000084211410297,7499921052633.881,2.8040319,1.2488107017353373e+22
15060,53,0.0010000105264271753,5999936842101.775,2.8040319,1.178416172123649e+22
15061,59,0.00040000421057051483,14999842105267.762,2.7476987,5.841319608627667e+21
15062,51,0.0006000063158566604,9999894736830.371,2.7476987,6.546942962681579e+21
15063,62,0.0006000063158548841,9999894736859.977,2.7476987,9.675681948663393e+21
15064,60,0.00040000421057051483,14999842105267.762,2.7238987,6.041008500735306e+21
15065,58,0.0004000042105722912,14999842105201.148,2.7280987,5.644986832378838e+21
15066,33,0.001000010526425399,5999936842112.434,2.7280987,4.568512678677018e+21
15067,57,0.0006000063158566604,9999894736830.371,2.7280987,8.178015257882527e+21
15068,63,0.0008000084211410297,7499921052633.881,2.7280987,1.332042374412135e+22
15069,58,0.0010000105264271753,5999936842101.775,2.7280987,1.4112467080896957e+22
15070,58,0.0006000063158548841,9999894736859.977,2.7280987,8.46748024851812e+21
15071,63,0.00040000421057051483,14999842105267.762,3.0139653,6.660211872060675e+21
15072,59,0.00040000421057051483,14999842105267.762,3.0680986,5.841319608627667e+21
15073,57,0.00040000421057051483,14999842105267.762,3.0674986,5.452010171913614e+21
15074,63,0.0006000063158566604,9999894736830.371,3.0674986,9.990317808105801e+21
15075,65,0.00040000421057051483,14999842105267.762,3.0652320,7.08979469877963e+21
15076,56,0.00040000421057051483,14999842105267.762,3.1096320,5.2623896273072e+21
15077,72,0.0008000084211410297,7499921052633.881,3.1096320,1.7398104482117681e+22
15078,65,0.0012000126317133208,4999947368415.186,3.1096320,2.1269384096370376e+22
15079,58,0.0006000063158548841,9999894736859.977,3.1096320,8.46748024851812e+21
15080,69,0.0008000084211410297,7499921052633.881,3.1096320,1.5978467484444884e+22
15081,84,0.00040000421057051483,14999842105267.762,3.0246320,1.1840376661441199e+22
15082,55,0.0006000063158566604,9999894736830.371,3.0246320,7.614187797813063e+21
15083,72,0.0006000063158566604,9999894736830.371,3.0246320,1.3048578361607577e+22
15084,67,0.00040000421057051483,14999842105267.762,3.0001653,7.532801988833552e+21
15085,52,0.00040000421057051483,14999842105267.762,3.0006320,4.537468607218963e+21
15086,56,0.00040000421057051483,14999842105267.762,3.0814987,5.2623896273072e+21
15087,69,0.00040000421057051483,14999842105267.762,3.0503653,7.989233742222442e+21
15088,68,0.00040000421057051483,14999842105267.762,2.9899653,7.759339807611126e+21
15089,62,0.00040000421057051483,14999842105267.762,2.8986319,6.45045463245181e+21
15090,70,0.0008000084211410297,7499921052633.881,2.8986319,1.6444967585335e+22
15091,56,0.0008000084211410297,7499921052633.881,2.8986319,1.05247792546144e+22
15092,59,0.00040000421057051483,14999842105267.762,2.9193653,5.841319608627667e+21
15093,66,0.0010000105264271753,5999936842101.775,2.9193653,1.827405071474053e+22
15094,65,0.0006000063158566604,9999894736830.371,2.9193653,1.0634692048185188e+22
15095,63,0.00040000421057051483,14999842105267.762,2.9199653,6.660211872060675e+21
15096,51,0.001000010526425399,5999936842112.434,2.9199653,1.0911571604443455e+22
15097,62,0.0006000063158566604,9999894736830.371,1.0365624,9.675681948692038e+21
15098,67,0.00040000421057051483,14999842105267.762,0.3975320,7.532801988833552e+21
15099,65,0.00040000421057051483,14999842105267.762,0.3957764,7.08979469877963e+21
15100,62,0.00040000421057051483,14999842105267.762,0.3987542,6.45045463245181e+21
15101,55,0.0008000084211410297,7499921052633.881,0.3987542,1.0152250397069056e+22
15102,60,0.0006000063158566604,9999894736830.371,1.0310113,9.061512751116373e+21
15103,69,0.00040000421057051483,14999842105267.762,0.3905186,7.989233742222442e+21
15104,58,0.00040000421057051483,14999842105267.762,0.3890253,5.644986832353769e+21
15105,65,0.0008000084211410297,7499921052633.881,0.3890253,1.417958939755926e+22
15106,55,0.0006000063158566604,9999894736830.371,1.0280513,7.614187797813063e+21
15107,60,0.001000010526425399,5999936842112.434,1.0280513,1.5102521251824851e+22
15108,58,0.0010000105264271753,5999936842101.775,1.0280513,1.4112467080896957e+22
15109,84,0.0008000084211410297,7499921052633.881,1.0280513,2.3680753322882398e+22
15110,69,0.00040000421057051483,14999842105267.762,0.3878475,7.989233742222442e+21
15111,65,0.0008000084211410297,7499921052633.881,0.3878475,1.417958939755926e+22
15112,63,0.0006000063158566604,9999894736830.371,1.0405491,9.990317808105801e+21
15113,67,0.0008000084211410297,7499921052633.881,1.0405491,1.5065603977667104e+22
15114,52,0.00040000421057051483,14999842105267.762,0.4102164,4.537468607218963e+21
15115,67,0.0008000084211410297,7499921052633.881,0.4102164,1.5065603977667104e+22
15116,48,0.00040000421057051483,14999842105267.762,0.4191009,3.866245440470596e+21
15117,66,0.0004000042105722912,14999842105201.148,0.4054564,7.309620285922181e+21
15118,61,0.0006000063158548841,9999894736859.977,1.0498380,9.366080263001167e+21
15119,57,0.0006000063158566604,9999894736830.371,1.0419535,8.178015257882527e+21
15120,69,0.0006000063158548841,9999894736859.977,1.0424291,1.1983850613315924e+22
15121,57,0.00040000421057051483,14999842105267.762,0.4125542,5.452010171913614e+21
15122,65,0.000800008421142806,7499921052617.228,0.4125542,1.4179589397590745e+22
15123,61,0.0008000084211410297,7499921052633.881,0.4125542,1.2488107017353373e+22
15124,64,0.0006000063158548841,9999894736859.977,1.0414691,1.0309987841239662e+22
15125,69,0.0006000063158566604,9999894736830.371,1.0412958,1.1983850613351404e+22
15126,62,0.0006000063158566604,9999894736830.371,1.0398824,9.675681948692038e+21
15127,72,0.00040000421057051483,14999842105267.762,0.3970653,8.699052241058841e+21
15128,70,0.00040000421057051483,14999842105267.762,0.3960475,8.2224837926675e+21
15129,49,0.00040000421057051483,14999842105267.762,0.4017631,4.029017058407075e+21
15130,51,0.0006000063158548841,9999894736859.977,1.0372602,6.546942962662197e+21
15131,73,0.0006000063158566604,9999894736830.371,1.0365402,1.3413555958527543e+22
15132,59,0.0008000084211410297,7499921052633.881,1.0365402,1.1682639217255334e+22
15133,58,0.0010000105264271753,5999936842101.775,1.0365402,1.4112467080896957e+22
15134,66,0.0006000063158548841,9999894736859.977,1.0574869,1.0964430428818352e+22
15135,55,0.0006000063158566604,9999894736830.371,1.0625224,7.614187797813063e+21
15136,55,0.0008000084211410297,7499921052633.881,1.0625224,1.0152250397069056e+22
15137,69,0.00040000421057051483,14999842105267.762,0.4183675,7.989233742222442e+21
15138,60,0.00040000421057051483,14999842105267.762,0.4186609,6.041008500735306e+21
15139,51,0.00040000421057051483,14999842105267.762,0.4181809,4.3646286417812584e+21
15140,67,0.0006000063158566604,9999894736830.371,1.0531091,1.1299202983267056e+22
15141,54,0.0006000063158548841,9999894736859.977,1.0538869,7.339825328382532e+21
15142,62,0.0010000105264271753,5999936842101.775,1.0538869,1.6126136581143847e+22
15143,60,0.00040000421057051483,14999842105267.762,0.4113231,6.041008500735306e+21
15144,62,0.0008000084211410297,7499921052633.881,0.4113231,1.290090926490362e+22
15145,61,0.0006000063158566604,9999894736830.371,1.0493535,9.366080263028895e+21
15146,55,0.0006000063158566604,9999894736830.371,1.0536691,7.614187797813063e+21
15147,54,0.0008000084211410297,7499921052633.881,1.0536691,9.786433771191195e+21
15148,69,0.0012000126317115445,4999947368422.587,1.0536691,2.396770122666733e+22
15149,64,0.00040000421057051483,14999842105267.762,0.4118031,6.873325227503282e+21
15150,57,0.00040000421057051483,14999842105267.762,0.4134209,5.452010171913614e+21
15151,61,0.0008000084211410297,7499921052633.881,0.4134209,1.2488107017353373e+22
15152,61,0.0006000063158566604,9999894736830.371,1.0535046,9.366080263028895e+21
15153,60,0.0006000063158548841,9999894736859.977,1.0545002,9.061512751089546e+21
15154,77,0.00040000421057051483,14999842105267.762,0.4159142,9.949205389127675e+21
15155,55,0.0004000042105722912,14999842105201.148,0.4209497,5.07612519855707e+21
15156,58,0.001000010526425399,5999936842112.434,0.4209497,1.411246708087189e+22
15157,58,0.0008000084211410297,7499921052633.881,0.4209497,1.1289973664707538e+22
15158,55,0.0008000084211410297,7499921052633.881,0.4209497,1.0152250397069056e+22
15159,65,0.000800008421142806,7499921052617.228,0.4209497,1.4179589397590745e+22
15160,54,0.00040000421057051483,14999842105267.762,0.4082164,4.893216885595597e+21
15161,49,0.00040000421057051483,14999842105267.762,0.4193675,4.029017058407075e+21
15162,64,0.0006000063158548841,9999894736859.977,1.0635135,1.0309987841239662e+22
15163,40,0.00040000421057051483,14999842105267.762,0.4274786,2.6848926669934696e+21
15164,79,0.0016000168422838357,3749960526312.777,0.4274786,4.189103783681212e+22
15165,74,0.0006000063158548841,9999894736859.977,1.0674113,1.3783567729157321e+22
15166,60,0.00040000421057051483,14999842105267.762,0.4241009,6.041008500735306e+21
15167,61,0.00040000421057051483,14999842105267.762,0.4210875,6.244053508676687e+21
15168,55,0.0006000063158566604,9999894736830.371,1.0644024,7.614187797813063e+21
15169,47,0.0006000063158566604,9999894736830.371,1.0619135,5.560244907560019e+21
15170,62,0.0006000063158548841,9999894736859.977,1.0614691,9.675681948663393e+21
15171,63,0.0008000084211410297,7499921052633.881,1.0614691,1.332042374412135e+22
15172,61,0.00040000421057051483,14999842105267.762,0.4306120,6.244053508676687e+21
15173,63,0.000800008421142806,7499921052617.228,0.4306120,1.3320423744150927e+22
15174,72,0.00040000421057051483,14999842105267.762,0.4287853,8.699052241058841e+21
15175,55,0.00040000421057051483,14999842105267.762,0.4285986,5.076125198534528e+21
15176,53,0.0006000063158548841,9999894736859.977,1.0727713,7.070497032725148e+21
15177,63,0.0006000063158566604,9999894736830.371,1.0745980,9.990317808105801e+21
15178,50,0.00040000421057051483,14999842105267.762,0.4313764,4.195144792177296e+21
15179,43,0.0006000063158566604,9999894736830.371,1.0681935,4.6540936324483813e+21
15180,57,0.00040000421057051483,14999842105267.762,0.4265542,5.452010171913614e+21
15181,47,0.001000010526425399,5999936842112.434,0.4265542,9.267074845911416e+21
15182,73,0.00040000421057051483,14999842105267.762,0.4218609,8.942370639005123e+21
15183,57,0.0006000063158566604,9999894736830.371,1.0632824,8.178015257882527e+21
15184,70,0.00040000421057051483,14999842105267.762,0.4206920,8.2224837926675e+21
15185,69,0.0006000063158566604,9999894736830.371,1.0713269,1.1983850613351404e+22
15186,54,0.0006000063158548841,9999894736859.977,1.0681358,7.339825328382532e+21
15187,65,0.0006000063158566604,9999894736830.371,1.0689180,1.0634692048185188e+22
15188,43,0.0006000063158566604,9999894736830.371,1.0693135,4.6540936324483813e+21
15189,60,0.0006000063158548841,9999894736859.977,1.0676469,9.061512751089546e+21
15190,63,0.0012000126317115445,4999947368422.587,1.0676469,1.9980635616182025e+22
15191,69,0.00040000421057051483,14999842105267.762,0.4314075,7.989233742222442e+21
15192,61,0.00040000421057051483,14999842105267.762,0.4319942,6.244053508676687e+21
15193,57,0.000800008421142806,7499921052617.228,0.4319942,1.0904020343851439e+22
15194,53,0.00040000421057051483,14999842105267.762,0.4298386,4.7136646884904094e+21
15195,50,0.0006000063158548841,9999894736859.977,1.0688913,6.29271718825663e+21
15196,62,0.0010000105264271753,5999936842101.775,1.0688913,1.6126136581143847e+22
15197,59,0.00040000421057051483,14999842105267.762,0.4330964,5.841319608627667e+21
15198,61,0.00040000421057051483,14999842105267.762,0.4354253,6.244053508676687e+21
15199,66,0.0010000105264271753,5999936842101.775,0.4354253,1.827405071474053e+22
15200,61,0.0008000084211410297,7499921052633.881,0.4354253,1.2488107017353373e+22
15201,66,0.0006000063158566604,9999894736830.371,1.0830202,1.0964430428850811e+22
15202,70,0.0006000063158548841,9999894736859.977,1.0842558,1.2333725688982994e+22
15203,68,0.0008000084211410297,7499921052633.881,1.0842558,1.5518679615222252e+22
15204,63,0.0008000084211410297,7499921052633.881,1.0842558,1.332042374412135e+22
15205,56,0.0010000105264271753,5999936842101.775,1.0842558,1.3155974068279685e+22
15206,60,0.0008000084211410297,7499921052633.881,1.0842558,1.2082017001470612e+22
15207,62,0.00040000421057051483,14999842105267.762,0.4405809,6.45045463245181e+21
15208,58,0.00040000421057051483,14999842105267.762,0.4415675,5.644986832353769e+21
15209,62,0.0010000105264271753,5999936842101.775,0.4415675,1.6126136581143847e+22
15210,59,0.0010000105264271753,5999936842101.775,0.4415675,1.4603299021582137e+22
15211,70,0.001000010526425399,5999936842112.434,0.4415675,2.0556209481650492e+22
15212,73,0.0006000063158566604,9999894736830.371,1.0870913,1.3413555958527543e+22
15213,56,0.00040000421057051483,14999842105267.762,0.4472964,5.2623896273072e+21
15214,69,0.0006000063158566604,9999894736830.371,1.0888602,1.1983850613351404e+22
15215,64,0.00040000421057051483,14999842105267.762,0.4565942,6.873325227503282e+21
15216,55,0.0012000126317115445,4999947368422.587,0.4565942,1.5228375595603586e+22
15217,74,0.00040000421057051483,14999842105267.762,0.4592386,9.189045152785149e+21
15218,62,0.0010000105264271753,5999936842101.775,0.4592386,1.6126136581143847e+22
15219,44,0.0006000063158548841,9999894736859.977,1.1034558,4.873080190585934e+21
15220,67,0.0006000063158566604,9999894736830.371,1.1056158,1.1299202983267056e+22
15221,69,0.00040000421057051483,14999842105267.762,0.4665186,7.989233742222442e+21
15222,47,0.0006000063158566604,9999894736830.371,1.1059580,5.560244907560019e+21
15223,71,0.00040000421057051483,14999842105267.762,0.4667320,8.459089958946299e+21
15224,57,0.0008000084211410297,7499921052633.881,0.4667320,1.0904020343827227e+22
15225,61,0.0006000063158548841,9999894736859.977,1.1107980,9.366080263001167e+21
15226,65,0.00040000421057051483,14999842105267.762,0.4643409,7.08979469877963e+21
15227,64,0.000800008421142806,7499921052617.228,0.4643409,1.3746650455037085e+22
15228,55,0.00040000421057051483,14999842105267.762,0.4588520,5.076125198534528e+21
15229,58,0.00040000421057051483,14999842105267.762,0.4594964,5.644986832353769e+21
15230,63,0.0006000063158548841,9999894736859.977,1.0957269,9.990317808076225e+21
15231,58,0.0006000063158566604,9999894736830.371,1.0938513,8.467480248543188e+21
15232,52,0.0010000105264271753,5999936842101.775,1.0938513,1.1343671518057483e+22
15233,74,0.0008000084211410297,7499921052633.881,1.0938513,1.8378090305570298e+22
15234,56,0.0006000063158548841,9999894736859.977,1.0948202,7.893584440949116e+21
15235,70,0.0008000084211410297,7499921052633.881,1.0948202,1.6444967585335e+22
15236,65,0.000800008421142806,7499921052617.228,1.0948202,1.4179589397590745e+22
15237,65,0.0008000084211410297,7499921052633.881,1.0948202,1.417958939755926e+22
15238,79,0.001000010526425399,5999936842112.434,1.0948202,2.618189864795525e+22
15239,57,0.000800008421142806,7499921052617.228,1.0948202,1.0904020343851439e+22
15240,59,0.00040000421057051483,14999842105267.762,0.4509897,5.841319608627667e+21
15241,59,0.00040000421057051483,14999842105267.762,0.4527142,5.841319608627667e+21
15242,54,0.00040000421057051483,14999842105267.762,0.4529320,4.893216885595597e+21
15243,61,0.00040000421057051483,14999842105267.762,0.4513453,6.244053508676687e+21
15244,52,0.00040000421057051483,14999842105267.762,0.4510697,4.537468607218963e+21
15245,63,0.0008000084211410297,7499921052633.881,0.4510697,1.332042374412135e+22
15246,47,0.00040000421057051483,14999842105267.762,0.4505853,3.7068299383678587e+21
15247,65,0.0008000084211410297,7499921052633.881,0.4505853,1.417958939755926e+22
15248,63,0.0008000084211410297,7499921052633.881,0.4505853,1.332042374412135e+22
15249,48,0.0006000063158566604,9999894736830.371,1.0879669,5.799368160714479e+21
15250,53,0.0006000063158566604,9999894736830.371,1.0880913,7.070497032746081e+21
15251,69,0.0006000063158548841,9999894736859.977,1.0841535,1.1983850613315924e+22
15252,60,0.0006000063158566604,9999894736830.371,1.0842958,9.061512751116373e+21
15253,53,0.0006000063158548841,9999894736859.977,1.0814158,7.070497032725148e+21
15254,51,0.0006000063158566604,9999894736830.371,1.0776735,6.546942962681579e+21
15255,50,0.00040000421057051483,14999842105267.762,0.4382164,4.195144792177296e+21
15256,73,0.0006000063158566604,9999894736830.371,1.0770691,1.3413555958527543e+22
15257,84,0.00040000421057051483,14999842105267.762,0.4377009,1.1840376661441199e+22
15258,53,0.00040000421057051483,14999842105267.762,0.4356386,4.7136646884904094e+21
15259,70,0.00040000421057051483,14999842105267.762,0.4367497,8.2224837926675e+21
15260,52,0.0006000063158548841,9999894736859.977,1.0747091,6.80620291081837e+21
15261,65,0.0004000042105722912,14999842105201.148,0.4326609,7.089794698811115e+21
15262,62,0.0006000063158548841,9999894736859.977,1.0886424,9.675681948663393e+21
15263,63,0.0010000105264271753,5999936842101.775,1.0886424,1.6650529680166476e+22
15264,59,0.0006000063158548841,9999894736859.977,1.0855535,8.76197941292853e+21
15265,54,0.00040000421057051483,14999842105267.762,0.4427142,4.893216885595597e+21
15266,52,0.000800008421142806,7499921052617.228,0.4427142,9.074937214458077e+21
15267,64,0.00040000421057051483,14999842105267.762,0.4464520,6.873325227503282e+21
15268,52,0.00040000421057051483,14999842105267.762,0.4462342,4.537468607218963e+21
15269,61,0.00040000421057051483,14999842105267.762,0.4489097,6.244053508676687e+21
15270,57,0.0006000063158548841,9999894736859.977,1.0877846,8.178015257858315e+21
15271,73,0.0004000042105722912,14999842105201.148,0.4466431,8.942370639044835e+21
15272,57,0.0006000063158548841,9999894736859.977,1.0844291,8.178015257858315e+21
15273,50,0.0006000063158566604,9999894736830.371,1.0858913,6.292717188275259e+21
15274,54,0.0006000063158548841,9999894736859.977,1.0885580,7.339825328382532e+21
15275,63,0.0006000063158566604,9999894736830.371,1.0858958,9.990317808105801e+21
15276,61,0.0006000063158566604,9999894736830.371,1.0927313,9.366080263028895e+21
15277,61,0.00040000421057051483,14999842105267.762,0.4545453,6.244053508676687e+21
15278,50,0.00040000421057051483,14999842105267.762,0.4526342,4.195144792177296e+21
15279,78,0.0006000063158548841,9999894736859.977,1.0895269,1.5313956549341334e+22
15280,59,0.0008000084211410297,7499921052633.881,1.0895269,1.1682639217255334e+22
15281,80,0.00040000421057051483,14999842105267.762,0.4522386,1.0739570667973878e+22
15282,56,0.0006000063158566604,9999894736830.371,1.0916069,7.893584440972485e+21
15283,70,0.00040000421057051483,14999842105267.762,0.4564297,8.2224837926675e+21
15284,64,0.0006000063158566604,9999894736830.371,1.0947846,1.0309987841270184e+22
15285,64,0.0008000084211410297,7499921052633.881,1.0947846,1.3746650455006564e+22
15286,54,0.00040000421057051483,14999842105267.762,0.4545675,4.893216885595597e+21
15287,65,0.0010000105264271753,5999936842101.775,0.4545675,1.7724486746964817e+22
15288,63,0.0006000063158548841,9999894736859.977,1.0900691,9.990317808076225e+21
15289,73,0.0006000063158566604,9999894736830.371,1.0903358,1.3413555958527543e+22
15290,46,0.00040000421057051483,14999842105267.762,0.4523053,3.550770552098863e+21
15291,45,0.0006000063158566604,9999894736830.371,1.0883046,5.097100922502959e+21
15292,63,0.0008000084211410297,7499921052633.881,1.0883046,1.332042374412135e+22
15293,48,0.00040000421057051483,14999842105267.762,0.4473675,3.866245440470596e+21
15294,49,0.00040000421057051483,14999842105267.762,0.4457009,4.029017058407075e+21
15295,56,0.00040000421057051483,14999842105267.762,0.4405631,5.2623896273072e+21
15296,53,0.0006000063158548841,9999894736859.977,1.0810646,7.070497032725148e+21
15297,54,0.000800008421142806,7499921052617.228,1.0810646,9.786433771212926e+21
15298,75,0.0006000063158548841,9999894736859.977,1.0824247,1.4158613673577416e+22
15299,66,0.00040000421057051483,14999842105267.762,0.4415898,7.309620285889721e+21
15300,58,0.00040000421057051483,14999842105267.762,0.4421675,5.644986832353769e+21
15301,49,0.0006000063158566604,9999894736830.371,1.0807402,6.043525587619559e+21
15302,57,0.0008000084211410297,7499921052633.881,1.0807402,1.0904020343827227e+22
15303,60,0.00040000421057051483,14999842105267.762,0.4431720,6.041008500735306e+21
15304,71,0.0006000063158566604,9999894736830.371,1.0911358,1.2688634938438233e+22
15305,67,0.0008000084211410297,7499921052633.881,1.0911358,1.5065603977667104e+22
15306,47,0.0008000084211410297,7499921052633.881,1.0911358,7.413659876735717e+21
15307,59,0.0006000063158566604,9999894736830.371,1.0827269,8.76197941295447e+21
15308,67,0.00040000421057051483,14999842105267.762,0.4433320,7.532801988833552e+21
15309,61,0.00040000421057051483,14999842105267.762,0.4416342,6.244053508676687e+21
15310,49,0.00040000421057051483,14999842105267.762,0.4423275,4.029017058407075e+21
15311,48,0.00040000421057051483,14999842105267.762,0.4468164,3.866245440470596e+21
15312,56,0.0006000063158566604,9999894736830.371,1.0874824,7.893584440972485e+21
15313,68,0.00040000421057051483,14999842105267.762,0.4447320,7.759339807611126e+21
15314,57,0.00040000421057051483,14999842105267.762,0.4436964,5.452010171913614e+21
15315,67,0.0006000063158548841,9999894736859.977,1.0816602,1.1299202983233604e+22
15316,57,0.00040000421057051483,14999842105267.762,0.4416120,5.452010171913614e+21
15317,67,0.0008000084211410297,7499921052633.881,0.4416120,1.5065603977667104e+22
15318,66,0.0004000042105722912,14999842105201.148,0.4361809,7.309620285922181e+21
15319,61,0.0012000126317115445,4999947368422.587,0.4361809,1.8732160526030062e+22
15320,79,0.0008000084211410297,7499921052633.881,0.4361809,2.0945518918382802e+22
