Peak Number,Amplitude,Period (ns),Frequency (Hz),Energy (eV), Photons Flux in J/s
10089,58,0.00040000421057051483,14999842105267.762,0.4125542,5.644986832353769e+21
10090,62,0.00040000421057051483,14999842105267.762,0.4168920,6.45045463245181e+21
10091,63,0.0006000063158557722,9999894736845.174,1.0491446,9.990317808091012e+21
10092,70,0.001400014736996802,4285669172933.646,1.0491446,2.8778693274336246e+22
10093,59,0.0010000105264271753,5999936842101.775,1.0491446,1.4603299021582137e+22
10094,55,0.00040000421057051483,14999842105267.762,0.3999275,5.076125198534528e+21
10095,71,0.0006000063158557722,9999894736845.174,1.0370202,1.2688634938419449e+22
10096,67,0.0008000084211410297,7499921052633.881,1.0370202,1.5065603977667104e+22
10097,68,0.0006000063158566604,9999894736830.371,1.0417180,1.163900971143392e+22
10098,65,0.0006000063158557722,9999894736845.174,1.0372602,1.0634692048169445e+22
10099,73,0.0006000063158557722,9999894736845.174,1.0365402,1.3413555958507687e+22
10100,57,0.0006000063158557722,9999894736845.174,1.0359802,8.178015257870421e+21
10101,62,0.0006000063158557722,9999894736845.174,1.0560024,9.675681948677716e+21
10102,69,0.000400004210571403,14999842105234.455,0.4175320,7.989233742240182e+21
10103,64,0.00040000421057051483,14999842105267.762,0.4225675,6.873325227503282e+21
10104,74,0.0008000084211410297,7499921052633.881,0.4225675,1.8378090305570298e+22
10105,58,0.0006000063158557722,9999894736845.174,1.0583224,8.467480248530655e+21
10106,67,0.0006000063158557722,9999894736845.174,1.0586158,1.1299202983250329e+22
10107,56,0.000400004210571403,14999842105234.455,0.4181809,5.262389627318885e+21
10108,62,0.00040000421057051483,14999842105267.762,0.4131542,6.45045463245181e+21
10109,55,0.0006000063158557722,9999894736845.174,1.0538869,7.614187797801793e+21
10110,81,0.0006000063158557722,9999894736845.174,1.0515802,1.6514606988885144e+22
10111,63,0.00040000421057051483,14999842105267.762,0.4113231,6.660211872060675e+21
10112,51,0.0006000063158557722,9999894736845.174,1.0475180,6.546942962671888e+21
10113,50,0.000400004210571403,14999842105234.455,0.4093986,4.195144792186611e+21
10114,57,0.00040000421057051483,14999842105267.762,0.4137142,5.452010171913614e+21
10115,47,0.00040000421057051483,14999842105267.762,0.4144742,3.7068299383678587e+21
10116,55,0.00040000421057051483,14999842105267.762,0.4113453,5.076125198534528e+21
10117,63,0.00040000421057051483,14999842105267.762,0.4118031,6.660211872060675e+21
10118,56,0.0010000105264271753,5999936842101.775,0.4118031,1.3155974068279685e+22
10119,68,0.00040000421057051483,14999842105267.762,0.4153764,7.759339807611126e+21
10120,68,0.00040000421057051483,14999842105267.762,0.4135497,7.759339807611126e+21
10121,42,0.0006000063158557722,9999894736845.174,1.0545002,4.44014124804045e+21
10122,56,0.00040000421057051483,14999842105267.762,0.4159142,5.2623896273072e+21
10123,64,0.001000010526426287,5999936842107.1045,0.4159142,1.7183313068758204e+22
10124,77,0.0006000063158566604,9999894736830.371,1.0593580,1.4923808083713605e+22
10125,57,0.00040000421057051483,14999842105267.762,0.4175986,5.452010171913614e+21
10126,61,0.00040000421057051483,14999842105267.762,0.4180031,6.244053508676687e+21
10127,61,0.00040000421057051483,14999842105267.762,0.4105008,6.244053508676687e+21
10128,57,0.00040000421057051483,14999842105267.762,0.4082164,5.452010171913614e+21
10129,70,0.00040000421057051483,14999842105267.762,0.4193675,8.2224837926675e+21
10130,55,0.000400004210571403,14999842105234.455,0.4235586,5.076125198545799e+21
10131,59,0.0006000063158557722,9999894736845.174,1.0674335,8.7619794129415e+21
10132,55,0.0006000063158557722,9999894736845.174,1.0675669,7.614187797801793e+21
10133,69,0.00040000421057051483,14999842105267.762,0.4274564,7.989233742222442e+21
10134,50,0.0008000084211410297,7499921052633.881,0.4274564,8.390289584354592e+21
10135,68,0.0006000063158566604,9999894736830.371,1.0610424,1.163900971143392e+22
10136,65,0.0006000063158557722,9999894736845.174,1.0644024,1.0634692048169445e+22
10137,66,0.0006000063158557722,9999894736845.174,1.0619135,1.0964430428834581e+22
10138,53,0.0006000063158557722,9999894736845.174,1.0614691,7.070497032735615e+21
10139,48,0.00040000421057051483,14999842105267.762,0.4279720,3.866245440470596e+21
10140,59,0.0008000084211419178,7499921052625.554,0.4279720,1.1682639217268305e+22
10141,71,0.0006000063158557722,9999894736845.174,1.0714646,1.2688634938419449e+22
10142,59,0.00040000421057051483,14999842105267.762,0.4287853,5.841319608627667e+21
10143,58,0.0006000063158557722,9999894736845.174,1.0685535,8.467480248530655e+21
10144,64,0.0006000063158557722,9999894736845.174,1.0727713,1.0309987841254923e+22
10145,70,0.0006000063158566604,9999894736830.371,1.0745980,1.2333725689019508e+22
10146,56,0.0008000084211410297,7499921052633.881,1.0745980,1.05247792546144e+22
10147,71,0.00040000421057051483,14999842105267.762,0.4282386,8.459089958946299e+21
10148,72,0.0006000063158557722,9999894736845.174,1.0665091,1.3048578361588263e+22
10149,63,0.0006000063158557722,9999894736845.174,1.0659580,9.990317808091012e+21
10150,53,0.0010000105264271753,5999936842101.775,1.0659580,1.178416172123649e+22
10151,72,0.0008000084211410297,7499921052633.881,1.0659580,1.7398104482117681e+22
10152,55,0.0006000063158557722,9999894736845.174,1.0606469,7.614187797801793e+21
10153,62,0.00040000421057051483,14999842105267.762,0.4313720,6.45045463245181e+21
10154,64,0.0006000063158566604,9999894736830.371,1.0681358,1.0309987841270184e+22
10155,58,0.00040000421057051483,14999842105267.762,0.4289631,5.644986832353769e+21
10156,50,0.00040000421057051483,14999842105267.762,0.4293586,4.195144792177296e+21
10157,56,0.0006000063158557722,9999894736845.174,1.0676469,7.8935844409608e+21
10158,70,0.0008000084211410297,7499921052633.881,1.0676469,1.6444967585335e+22
10159,59,0.0006000063158566604,9999894736830.371,1.0713624,8.76197941295447e+21
10160,57,0.0006000063158557722,9999894736845.174,1.0719491,8.178015257870421e+21
10161,59,0.0006000063158557722,9999894736845.174,1.0688469,8.7619794129415e+21
10162,63,0.0006000063158557722,9999894736845.174,1.0697935,9.990317808091012e+21
10163,67,0.0012000126317124327,4999947368418.887,1.0697935,2.259840596651738e+22
10164,64,0.0006000063158557722,9999894736845.174,1.0735624,1.0309987841254923e+22
10165,73,0.0006000063158557722,9999894736845.174,1.0730513,1.3413555958507687e+22
10166,50,0.00040000421057051483,14999842105267.762,0.4354253,4.195144792177296e+21
10167,59,0.0006000063158557722,9999894736845.174,1.0802824,8.7619794129415e+21
10168,61,0.00040000421057051483,14999842105267.762,0.4458786,6.244053508676687e+21
10169,74,0.0006000063158566604,9999894736830.371,1.0830202,1.3783567729198128e+22
10170,74,0.0006000063158557722,9999894736845.174,1.0842558,1.3783567729177724e+22
10171,57,0.001000010526426287,5999936842107.1045,1.0842558,1.3630025429784033e+22
10172,60,0.00040000421057051483,14999842105267.762,0.4418964,6.041008500735306e+21
10173,77,0.0008000084211419178,7499921052625.554,0.4418964,1.989841077827744e+22
10174,66,0.0008000084211410297,7499921052633.881,0.4418964,1.4619240571779441e+22
10175,68,0.00040000421057051483,14999842105267.762,0.4405809,7.759339807611126e+21
10176,51,0.0008000084211410297,7499921052633.881,0.4405809,8.729257283562517e+21
10177,64,0.0010000105264271753,5999936842101.775,0.4405809,1.7183313068773465e+22
10178,53,0.0006000063158557722,9999894736845.174,1.0838869,7.070497032735615e+21
10179,56,0.00040000421057051483,14999842105267.762,0.4494920,5.2623896273072e+21
10180,62,0.0008000084211410297,7499921052633.881,0.4494920,1.290090926490362e+22
10181,67,0.0006000063158566604,9999894736830.371,1.0872513,1.1299202983267056e+22
10182,61,0.0006000063158557722,9999894736845.174,1.0888602,9.366080263015031e+21
10183,58,0.00040000421057051483,14999842105267.762,0.4565942,5.644986832353769e+21
10184,58,0.001000010526426287,5999936842107.1045,0.4565942,1.4112467080884422e+22
10185,60,0.00040000421057051483,14999842105267.762,0.4592386,6.041008500735306e+21
10186,60,0.0012000126317124327,4999947368418.887,0.4592386,1.812302550221933e+22
10187,69,0.0008000084211410297,7499921052633.881,0.4592386,1.5978467484444884e+22
10188,67,0.0006000063158557722,9999894736845.174,1.1056158,1.1299202983250329e+22
10189,56,0.0008000084211419178,7499921052625.554,1.1056158,1.0524779254626086e+22
10190,63,0.0012000126317115445,4999947368422.587,1.1056158,1.9980635616182025e+22
10191,68,0.0008000084211410297,7499921052633.881,1.1056158,1.5518679615222252e+22
10192,57,0.00040000421057051483,14999842105267.762,0.4680920,5.452010171913614e+21
10193,60,0.0006000063158566604,9999894736830.371,1.1107980,9.061512751116373e+21
10194,50,0.00040000421057051483,14999842105267.762,0.4643409,4.195144792177296e+21
10195,50,0.00040000421057051483,14999842105267.762,0.4630120,4.195144792177296e+21
10196,51,0.00040000421057051483,14999842105267.762,0.4588520,4.3646286417812584e+21
10197,59,0.0012000126317115445,4999947368422.587,0.4588520,1.7523958825883e+22
10198,70,0.000400004210571403,14999842105234.455,0.4557720,8.222483792685757e+21
10199,77,0.0006000063158557722,9999894736845.174,1.0938513,1.4923808083691514e+22
10200,62,0.00040000421057051483,14999842105267.762,0.4573809,6.45045463245181e+21
10201,58,0.0006000063158557722,9999894736845.174,1.0952691,8.467480248530655e+21
10202,60,0.00040000421057051483,14999842105267.762,0.4548653,6.041008500735306e+21
10203,59,0.0006000063158557722,9999894736845.174,1.0903269,8.7619794129415e+21
10204,61,0.0008000084211419178,7499921052625.554,1.0903269,1.248810701736724e+22
10205,64,0.001000010526426287,5999936842107.1045,1.0903269,1.7183313068758204e+22
10206,65,0.00040000421057051483,14999842105267.762,0.4527764,7.08979469877963e+21
10207,61,0.0006000063158557722,9999894736845.174,1.0917358,9.366080263015031e+21
10208,52,0.0010000105264271753,5999936842101.775,1.0917358,1.1343671518057483e+22
10209,56,0.00040000421057051483,14999842105267.762,0.4527142,5.2623896273072e+21
10210,53,0.0006000063158557722,9999894736845.174,1.0928869,7.070497032735615e+21
10211,56,0.00040000421057051483,14999842105267.762,0.4513453,5.2623896273072e+21
10212,56,0.00040000421057051483,14999842105267.762,0.4510697,5.2623896273072e+21
10213,48,0.00040000421057051483,14999842105267.762,0.4494209,3.866245440470596e+21
10214,57,0.0008000084211419178,7499921052625.554,0.4494209,1.0904020343839334e+22
10215,47,0.00040000421057051483,14999842105267.762,0.4459853,3.7068299383678587e+21
10216,66,0.001000010526426287,5999936842107.1045,0.4459853,1.82740507147243e+22
10217,58,0.00040000421057051483,14999842105267.762,0.4480120,5.644986832353769e+21
10218,82,0.000400004210571403,14999842105234.455,0.4481364,1.1283261433065108e+22
10219,59,0.00040000421057051483,14999842105267.762,0.4441986,5.841319608627667e+21
10220,63,0.0006000063158557722,9999894736845.174,1.0842958,9.990317808091012e+21
10221,52,0.0006000063158557722,9999894736845.174,1.0814158,6.806202910828445e+21
10222,78,0.0008000084211410297,7499921052633.881,1.0814158,2.0418608732485332e+22
10223,65,0.0008000084211419178,7499921052625.554,1.0814158,1.4179589397575004e+22
10224,43,0.00040000421057051483,14999842105267.762,0.4371142,3.102729088294328e+21
10225,58,0.0006000063158557722,9999894736845.174,1.0776558,8.467480248530655e+21
10226,75,0.0006000063158557722,9999894736845.174,1.0755935,1.4158613673598375e+22
10227,62,0.0008000084211410297,7499921052633.881,1.0755935,1.290090926490362e+22
10228,59,0.000400004210571403,14999842105234.455,0.4347542,5.841319608640637e+21
10229,50,0.0006000063158557722,9999894736845.174,1.0726158,6.292717188265944e+21
10230,61,0.0006000063158557722,9999894736845.174,1.0886424,9.366080263015031e+21
10231,59,0.001000010526426287,5999936842107.1045,1.0886424,1.4603299021569166e+22
10232,46,0.000400004210571403,14999842105234.455,0.4455986,3.550770552106747e+21
10233,63,0.0008000084211410297,7499921052633.881,0.4455986,1.332042374412135e+22
10234,74,0.0006000063158557722,9999894736845.174,1.0829580,1.3783567729177724e+22
10235,71,0.0006000063158557722,9999894736845.174,1.0864069,1.2688634938419449e+22
10236,61,0.00040000421057051483,14999842105267.762,0.4462342,6.244053508676687e+21
10237,56,0.00040000421057051483,14999842105267.762,0.4489097,5.2623896273072e+21
10238,55,0.0006000063158566604,9999894736830.371,1.0877846,7.614187797813063e+21
10239,62,0.0008000084211410297,7499921052633.881,1.0877846,1.290090926490362e+22
10240,63,0.00040000421057051483,14999842105267.762,0.4444742,6.660211872060675e+21
10241,61,0.0006000063158557722,9999894736845.174,1.0858913,9.366080263015031e+21
10242,66,0.00040000421057051483,14999842105267.762,0.4486031,7.309620285889721e+21
10243,76,0.0006000063158566604,9999894736830.371,1.0858958,1.4538693791791159e+22
10244,68,0.00040000421057051483,14999842105267.762,0.4527764,7.759339807611126e+21
10245,62,0.0006000063158557722,9999894736845.174,1.0945002,9.675681948677716e+21
10246,43,0.00040000421057051483,14999842105267.762,0.4526342,3.102729088294328e+21
10247,68,0.00040000421057051483,14999842105267.762,0.4495720,7.759339807611126e+21
10248,68,0.0006000063158557722,9999894736845.174,1.0899580,1.1639009711416691e+22
10249,79,0.0006000063158566604,9999894736830.371,1.0921935,1.5709139188810357e+22
10250,48,0.00040000421057051483,14999842105267.762,0.4516520,3.866245440470596e+21
10251,67,0.0008000084211410297,7499921052633.881,0.4516520,1.5065603977667104e+22
10252,66,0.00040000421057051483,14999842105267.762,0.4548297,7.309620285889721e+21
10253,64,0.0006000063158557722,9999894736845.174,1.0951935,1.0309987841254923e+22
10254,53,0.0008000084211419178,7499921052625.554,1.0951935,9.427329376991287e+21
10255,49,0.00040000421057051483,14999842105267.762,0.4518475,4.029017058407075e+21
10256,67,0.0006000063158557722,9999894736845.174,1.0900691,1.1299202983250329e+22
10257,52,0.001000010526426287,5999936842107.1045,1.0900691,1.1343671518047408e+22
10258,74,0.0008000084211419178,7499921052625.554,1.0900691,1.8378090305590703e+22
10259,55,0.00040000421057051483,14999842105267.762,0.4483497,5.076125198534528e+21
10260,70,0.0008000084211410297,7499921052633.881,0.4483497,1.6444967585335e+22
10261,49,0.00040000421057051483,14999842105267.762,0.4473675,4.029017058407075e+21
10262,66,0.00040000421057051483,14999842105267.762,0.4457009,7.309620285889721e+21
10263,55,0.0006000063158566604,9999894736830.371,1.0805180,7.614187797813063e+21
10264,60,0.0006000063158557722,9999894736845.174,1.0810646,9.06151275110296e+21
10265,77,0.00040000421057051483,14999842105267.762,0.4414075,9.949205389127675e+21
10266,49,0.00040000421057051483,14999842105267.762,0.4424698,4.029017058407075e+21
10267,55,0.00040000421057051483,14999842105267.762,0.4415898,5.076125198534528e+21
10268,78,0.00040000421057051483,14999842105267.762,0.4421675,1.0209304366242666e+22
10269,33,0.00040000421057051483,14999842105267.762,0.4407853,1.8274050714724302e+21
10270,66,0.0006000063158566604,9999894736830.371,1.0833980,1.0964430428850811e+22
10271,55,0.00040000421057051483,14999842105267.762,0.4431720,5.076125198534528e+21
10272,74,0.0006000063158557722,9999894736845.174,1.0911358,1.3783567729177724e+22
10273,58,0.0006000063158557722,9999894736845.174,1.0886958,8.467480248530655e+21
10274,67,0.00040000421057051483,14999842105267.762,0.4425808,7.532801988833552e+21
10275,61,0.000400004210571403,14999842105234.455,0.4427720,6.244053508690551e+21
10276,56,0.001000010526426287,5999936842107.1045,0.4427720,1.3155974068268e+22
10277,64,0.00040000421057051483,14999842105267.762,0.4416342,6.873325227503282e+21
10278,51,0.0006000063158557722,9999894736845.174,1.0822824,6.546942962671888e+21
10279,75,0.0006000063158557722,9999894736845.174,1.0867713,1.4158613673598375e+22
10280,67,0.0010000105264271753,5999936842101.775,1.0867713,1.8832004972100605e+22
10281,55,0.00040000421057051483,14999842105267.762,0.4447320,5.076125198534528e+21
10282,59,0.0006000063158557722,9999894736845.174,1.0836513,8.7619794129415e+21
10283,68,0.0006000063158557722,9999894736845.174,1.0816602,1.1639009711416691e+22
10284,52,0.0006000063158566604,9999894736830.371,1.0815669,6.806202910838521e+21
10285,71,0.0008000084211410297,7499921052633.881,1.0815669,1.6918179917892598e+22
10286,64,0.00040000421057051483,14999842105267.762,0.4361809,6.873325227503282e+21
10287,78,0.0008000084211410297,7499921052633.881,0.4361809,2.0418608732485332e+22
10288,72,0.0008000084211410297,7499921052633.881,0.4361809,1.7398104482117681e+22
10289,61,0.000400004210571403,14999842105234.455,0.4339542,6.244053508690551e+21
10290,51,0.0006000063158557722,9999894736845.174,1.0761402,6.546942962671888e+21
10291,68,0.0006000063158557722,9999894736845.174,1.0776735,1.1639009711416691e+22
10292,72,0.0006000063158557722,9999894736845.174,1.0767491,1.3048578361588263e+22
10293,46,0.0006000063158557722,9999894736845.174,1.0771491,5.326155828148295e+21
10294,60,0.0008000084211419178,7499921052625.554,1.0771491,1.2082017001484027e+22
10295,58,0.00040000421057051483,14999842105267.762,0.4045497,5.644986832353769e+21
10296,66,0.0012000126317115445,4999947368422.587,0.4045497,2.1928860857669163e+22
10297,65,0.0006000063158557722,9999894736845.174,1.0497980,1.0634692048169445e+22
10298,61,0.000400004210571403,14999842105234.455,0.4103808,6.244053508690551e+21
10299,51,0.0008000084211410297,7499921052633.881,0.4103808,8.729257283562517e+21
10300,63,0.0006000063158557722,9999894736845.174,1.0510913,9.990317808091012e+21
10301,61,0.001000010526426287,5999936842107.1045,1.0510913,1.5610133771691718e+22
10302,68,0.000400004210571403,14999842105234.455,0.4093986,7.759339807628355e+21
10303,89,0.0006000063158557722,9999894736845.174,1.0451935,1.993784513930182e+22
10304,64,0.00040000421057051483,14999842105267.762,0.4012564,6.873325227503282e+21
10305,59,0.0008000084211410297,7499921052633.881,0.4012564,1.1682639217255334e+22
10306,49,0.00040000421057051483,14999842105267.762,0.3970120,4.029017058407075e+21
10307,50,0.0008000084211419178,7499921052625.554,0.3970120,8.390289584363908e+21
10308,81,0.0012000126317115445,4999947368422.587,0.3970120,3.3029213977770287e+22
10309,64,0.0006000063158557722,9999894736845.174,1.0350735,1.0309987841254923e+22
10310,66,0.0006000063158557722,9999894736845.174,1.0338202,1.0964430428834581e+22
10311,55,0.0006000063158566604,9999894736830.371,1.0347891,7.614187797813063e+21
10312,63,0.00040000421057051483,14999842105267.762,0.3905986,6.660211872060675e+21
10313,48,0.0006000063158557722,9999894736845.174,1.0337980,5.799368160705894e+21
10314,65,0.00040000421057051483,14999842105267.762,0.3926831,7.08979469877963e+21
10315,52,0.00040000421057051483,14999842105267.762,0.4023675,4.537468607218963e+21
10316,77,0.0010000105264271753,5999936842101.775,0.4023675,2.4873013472841278e+22
10317,69,0.00040000421057051483,14999842105267.762,0.4041986,7.989233742222442e+21
10318,67,0.00040000421057051483,14999842105267.762,0.4031453,7.532801988833552e+21
10319,61,0.0006000063158557722,9999894736845.174,1.0437002,9.366080263015031e+21
10320,70,0.00040000421057051483,14999842105267.762,0.4015542,8.2224837926675e+21
10321,55,0.0006000063158557722,9999894736845.174,1.0409180,7.614187797801793e+21
10322,59,0.0006000063158566604,9999894736830.371,1.0423269,8.76197941295447e+21
10323,48,0.00040000421057051483,14999842105267.762,0.4035542,3.866245440470596e+21
10324,45,0.00040000421057051483,14999842105267.762,0.4011008,3.3980672816636095e+21
10325,55,0.00040000421057051483,14999842105267.762,0.3994831,5.076125198534528e+21
10326,61,0.0006000063158557722,9999894736845.174,1.0353002,9.366080263015031e+21
10327,63,0.0010000105264271753,5999936842101.775,1.0353002,1.6650529680166476e+22
10328,63,0.00040000421057051483,14999842105267.762,0.3905275,6.660211872060675e+21
10329,56,0.00040000421057051483,14999842105267.762,0.3911008,5.2623896273072e+21
10330,46,0.0008000084211410297,7499921052633.881,0.3911008,7.101541104197726e+21
10331,56,0.0006000063158557722,9999894736845.174,1.0219002,7.8935844409608e+21
10332,65,0.0006000063158566604,9999894736830.371,1.0156069,1.0634692048185188e+22
10333,60,0.0006000063158557722,9999894736845.174,1.0107669,9.06151275110296e+21
10334,56,0.00040000421057051483,14999842105267.762,0.3701231,5.2623896273072e+21
10335,50,0.00040000421057051483,14999842105267.762,0.3640653,4.195144792177296e+21
10336,52,0.0008000084211410297,7499921052633.881,0.3640653,9.074937214437926e+21
10337,64,0.000400004210571403,14999842105234.455,0.3588564,6.873325227518543e+21
10338,55,0.0006000063158557722,9999894736845.174,0.9990602,7.614187797801793e+21
10339,54,0.001000010526426287,5999936842107.1045,0.9990602,1.2233042213988995e+22
10340,61,0.0006000063158557722,9999894736845.174,1.0044158,9.366080263015031e+21
10341,71,0.0006000063158557722,9999894736845.174,0.9991135,1.2688634938419449e+22
10342,65,0.000400004210571403,14999842105234.455,0.3534920,7.089794698795373e+21
10343,48,0.001000010526426287,5999936842107.1045,0.3534920,9.665613601176489e+21
10344,62,0.0008000084211410297,7499921052633.881,0.3534920,1.290090926490362e+22
10345,55,0.0008000084211419178,7499921052625.554,0.3534920,1.0152250397080328e+22
10346,59,0.00040000421057051483,14999842105267.762,0.3364564,5.841319608627667e+21
10347,62,0.00040000421057051483,14999842105267.762,0.3378742,6.45045463245181e+21
10348,60,0.00040000421057051483,14999842105267.762,0.3171142,6.041008500735306e+21
10349,58,0.00040000421057051483,14999842105267.762,0.3113098,5.644986832353769e+21
10350,57,0.0008000084211410297,7499921052633.881,0.3113098,1.0904020343827227e+22
10351,67,0.00040000421057051483,14999842105267.762,0.3221675,7.532801988833552e+21
10352,64,0.000400004210571403,14999842105234.455,0.3234964,6.873325227518543e+21
10353,57,0.0012000126317115445,4999947368422.587,0.3234964,1.6356030515740842e+22
10354,65,0.0006000063158557722,9999894736845.174,0.9372024,1.0634692048169445e+22
10355,66,0.0006000063158557722,9999894736845.174,0.9360291,1.0964430428834581e+22
10356,74,0.000400004210571403,14999842105234.455,0.2993542,9.189045152805552e+21
10357,59,0.0006000063158557722,9999894736845.174,0.9423313,8.7619794129415e+21
10358,62,0.0006000063158557722,9999894736845.174,0.9383847,9.675681948677716e+21
10359,74,0.0008000084211410297,7499921052633.881,0.9383847,1.8378090305570298e+22
10360,65,0.0006000063158557722,9999894736845.174,0.9055357,1.0634692048169445e+22
10361,59,0.000400004210571403,14999842105234.455,0.2612431,5.841319608640637e+21
10362,49,0.00040000421057051483,14999842105267.762,0.2037186,4.029017058407075e+21
10363,47,0.0006000063158557722,9999894736845.174,0.7960913,5.560244907551788e+21
10364,53,0.0008000084211410297,7499921052633.881,0.7960913,9.427329376980819e+21
10365,54,0.0008000084211419178,7499921052625.554,0.7960913,9.786433771202062e+21
10366,53,0.00040000421057051483,14999842105267.762,0.2179097,4.7136646884904094e+21
10367,47,0.00040000421057051483,14999842105267.762,0.2075942,3.7068299383678587e+21
10368,83,0.00040000421057051483,14999842105267.762,0.2062164,1.1560140989323756e+22
10369,65,0.00040000421057051483,14999842105267.762,0.2093675,7.08979469877963e+21
10370,63,0.00040000421057051483,14999842105267.762,0.1930520,6.660211872060675e+21
10371,66,0.0008000084211410297,7499921052633.881,0.1930520,1.4619240571779441e+22
10372,72,0.0010000105264271753,5999936842101.775,0.1930520,2.1747630602666415e+22
10373,67,0.0006000063158557722,9999894736845.174,0.7825980,1.1299202983250329e+22
10374,63,0.0006000063158557722,9999894736845.174,0.7906024,9.990317808091012e+21
10375,66,0.0006000063158557722,9999894736845.174,0.7898958,1.0964430428834581e+22
10376,65,0.0010000105264271753,5999936842101.775,0.7898958,1.7724486746964817e+22
10377,71,0.0006000063158557722,9999894736845.174,0.8348247,1.2688634938419449e+22
10378,55,0.0006000063158557722,9999894736845.174,0.8442069,7.614187797801793e+21
10379,59,0.0008000084211410297,7499921052633.881,0.8442069,1.1682639217255334e+22
10380,64,0.0006000063158566604,9999894736830.371,0.8934558,1.0309987841270184e+22
10381,73,0.0006000063158557722,9999894736845.174,0.8598424,1.3413555958507687e+22
10382,68,0.0006000063158557722,9999894736845.174,0.8590024,1.1639009711416691e+22
10383,75,0.00040000421057051483,14999842105267.762,0.2172742,9.439075782398915e+21
10384,62,0.00040000421057051483,14999842105267.762,0.2283675,6.45045463245181e+21
10385,58,0.0006000063158566604,9999894736830.371,0.8776824,8.467480248543188e+21
10386,62,0.00040000421057051483,14999842105267.762,0.2801631,6.45045463245181e+21
10387,64,0.0008000084211410297,7499921052633.881,0.2801631,1.3746650455006564e+22
10388,69,0.00040000421057051483,14999842105267.762,0.2685053,7.989233742222442e+21
10389,55,0.0008000084211410297,7499921052633.881,0.2685053,1.0152250397069056e+22
10390,65,0.000400004210571403,14999842105234.455,0.3074431,7.089794698795373e+21
10391,73,0.0006000063158557722,9999894736845.174,0.9925313,1.3413555958507687e+22
10392,42,0.0006000063158557722,9999894736845.174,0.9991402,4.44014124804045e+21
10393,69,0.00040000421057051483,14999842105267.762,0.3898431,7.989233742222442e+21
10394,61,0.0012000126317124327,4999947368418.887,0.3898431,1.8732160526043924e+22
10395,64,0.0006000063158557722,9999894736845.174,1.0003269,1.0309987841254923e+22
10396,56,0.00040000421057051483,14999842105267.762,0.3573675,5.2623896273072e+21
10397,69,0.0006000063158557722,9999894736845.174,0.9658957,1.1983850613333664e+22
10398,67,0.0008000084211410297,7499921052633.881,0.9658957,1.5065603977667104e+22
10399,66,0.0008000084211419178,7499921052625.554,0.9658957,1.4619240571795671e+22
10400,54,0.00040000421057051483,14999842105267.762,0.3217808,4.893216885595597e+21
10401,58,0.0006000063158557722,9999894736845.174,0.9671713,8.467480248530655e+21
10402,62,0.0006000063158557722,9999894736845.174,0.9574513,9.675681948677716e+21
10403,61,0.0006000063158557722,9999894736845.174,0.9763135,9.366080263015031e+21
10404,47,0.0012000126317124327,4999947368418.887,0.9763135,1.1120489815111805e+22
10405,68,0.0006000063158557722,9999894736845.174,0.9770024,1.1639009711416691e+22
10406,65,0.00040000421057051483,14999842105267.762,0.3209453,7.08979469877963e+21
10407,60,0.0006000063158557722,9999894736845.174,0.9479180,9.06151275110296e+21
10408,58,0.0008000084211419178,7499921052625.554,0.9479180,1.1289973664720074e+22
10409,46,0.00040000421057051483,14999842105267.762,0.2957186,3.550770552098863e+21
10410,58,0.0008000084211410297,7499921052633.881,0.2957186,1.1289973664707538e+22
10411,60,0.0008000084211410297,7499921052633.881,0.2957186,1.2082017001470612e+22
10412,67,0.0006000063158566604,9999894736830.371,0.8659713,1.1299202983267056e+22
10413,43,0.0006000063158557722,9999894736845.174,0.8591357,4.654093632441492e+21
10414,76,0.001000010526426287,5999936842107.1045,0.8591357,2.423115631961606e+22
10415,63,0.0006000063158557722,9999894736845.174,0.8586247,9.990317808091012e+21
10416,69,0.0008000084211419178,7499921052625.554,0.8586247,1.5978467484462624e+22
10417,64,0.00040000421057051483,14999842105267.762,0.2250031,6.873325227503282e+21
10418,53,0.0012000126317115445,4999947368422.587,0.2250031,1.414099406547123e+22
10419,68,0.0008000084211410297,7499921052633.881,0.2250031,1.5518679615222252e+22
10420,65,0.0008000084211419178,7499921052625.554,0.2250031,1.4179589397575004e+22
10421,55,0.0006000063158557722,9999894736845.174,0.8485091,7.614187797801793e+21
10422,62,0.00040000421057051483,14999842105267.762,0.1946031,6.45045463245181e+21
10423,72,0.00040000421057051483,14999842105267.762,0.2028831,8.699052241058841e+21
10424,54,0.0010000105264271753,5999936842101.775,0.2028831,1.2233042213999858e+22
10425,77,0.0006000063158557722,9999894736845.174,0.8520335,1.4923808083691514e+22
10426,71,0.00040000421057051483,14999842105267.762,0.2089586,8.459089958946299e+21
10427,64,0.0012000126317115445,4999947368422.587,0.2089586,2.0619975682509846e+22
10428,58,0.0006000063158557722,9999894736845.174,0.8436558,8.467480248530655e+21
10429,55,0.000400004210571403,14999842105234.455,0.1861986,5.076125198545799e+21
10430,65,0.0006000063158557722,9999894736845.174,0.8297669,1.0634692048169445e+22
10431,56,0.0006000063158557722,9999894736845.174,0.8306024,7.8935844409608e+21
10432,58,0.0008000084211410297,7499921052633.881,0.8306024,1.1289973664707538e+22
10433,65,0.00040000421057051483,14999842105267.762,0.1933498,7.08979469877963e+21
10434,62,0.000400004210571403,14999842105234.455,0.1951986,6.450454632466133e+21
